data_as_of,jurisdiction_of_occurrence,mmwryear,mmwrweek,week_ending_date,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death,flag_cov19mcod,flag_cov19ucod,flag_otherresp,flag_sept,flag_otherunk,flag_inflpn,flag_diab,flag_alz,flag_clrd,flag_nephr,flag_stroke,flag_hd,flag_neopl
2023-02-01T00:00:00.000,United States,2020,1,2020-01-04,60193,55019,843.0,11569.0,1829.0,2537.0,1559.0,3502.0,1068.0,1094.0,630.0,14210.0,3110.0,0.0,0.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,2,2020-01-11,60735,55754,861.0,11962.0,1942.0,2566.0,1528.0,3708.0,1035.0,1092.0,649.0,13911.0,3189.0,1.0,1.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,3,2020-01-18,59362,54516,829.0,11701.0,1819.0,2491.0,1484.0,3526.0,992.0,1121.0,612.0,13593.0,3256.0,2.0,1.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,4,2020-01-25,59162,54401,828.0,11879.0,1864.0,2517.0,1488.0,3403.0,979.0,1107.0,638.0,13612.0,3185.0,3.0,2.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,5,2020-02-01,58844,54007,811.0,11964.0,1828.0,2480.0,1411.0,3314.0,981.0,1074.0,616.0,13467.0,3084.0,0.0,0.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,6,2020-02-08,59482,54411,806.0,11704.0,1957.0,2515.0,1463.0,3413.0,975.0,1135.0,600.0,14001.0,3056.0,4.0,3.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,7,2020-02-15,58815,53969,792.0,11807.0,1848.0,2537.0,1515.0,3477.0,979.0,1070.0,613.0,13641.0,3089.0,6.0,2.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,8,2020-02-22,58912,53987,779.0,11780.0,1880.0,2515.0,1462.0,3454.0,968.0,1059.0,608.0,13632.0,3083.0,6.0,6.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,9,2020-02-29,59343,54321,814.0,11790.0,1831.0,2519.0,1508.0,3460.0,1011.0,1092.0,676.0,13718.0,3126.0,9.0,9.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,10,2020-03-07,59694,54386,811.0,11712.0,1867.0,2511.0,1608.0,3470.0,1002.0,1071.0,654.0,13684.0,3097.0,38.0,34.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,11,2020-03-14,58673,53530,756.0,11568.0,1743.0,2445.0,1641.0,3390.0,993.0,1078.0,643.0,13437.0,3165.0,60.0,55.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,12,2020-03-21,59219,54301,840.0,11732.0,1830.0,2514.0,1740.0,3384.0,1021.0,1105.0,617.0,13203.0,3066.0,588.0,550.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,13,2020-03-28,63048,58253,846.0,11782.0,2045.0,2749.0,1783.0,3520.0,1064.0,1024.0,630.0,13719.0,3067.0,3226.0,3043.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,14,2020-04-04,72294,67445,948.0,11592.0,2298.0,2871.0,1849.0,3538.0,1027.0,1038.0,689.0,14945.0,3165.0,10141.0,9638.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,15,2020-04-11,79096,74004,833.0,11549.0,2354.0,2963.0,1613.0,3441.0,1017.0,1120.0,664.0,15762.0,3191.0,16347.0,15528.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,16,2020-04-18,76809,71895,745.0,11210.0,2270.0,2899.0,1232.0,3195.0,916.0,1098.0,668.0,14570.0,3204.0,17221.0,16305.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,17,2020-04-25,73909,68740,735.0,11367.0,2085.0,2804.0,1138.0,2993.0,887.0,987.0,675.0,13858.0,3058.0,15557.0,14659.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,18,2020-05-02,69321,63939,739.0,11097.0,1935.0,2727.0,1009.0,2929.0,851.0,961.0,548.0,13008.0,3042.0,13223.0,12437.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,19,2020-05-09,66814,61173,720.0,11014.0,1972.0,2498.0,864.0,2808.0,855.0,938.0,587.0,13170.0,2849.0,11243.0,10463.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,20,2020-05-16,64479,58978,679.0,11269.0,1969.0,2432.0,857.0,2770.0,787.0,976.0,563.0,12735.0,2958.0,9239.0,8497.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,21,2020-05-23,61642,56014,713.0,11116.0,1834.0,2417.0,804.0,2675.0,743.0,917.0,569.0,12796.0,2827.0,7249.0,6593.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,22,2020-05-30,59682,53987,654.0,10903.0,1813.0,2261.0,751.0,2634.0,759.0,893.0,576.0,12448.0,2851.0,6176.0,5596.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,23,2020-06-06,58908,52924,729.0,11083.0,1727.0,2302.0,701.0,2563.0,779.0,904.0,554.0,12463.0,2791.0,5060.0,4519.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,24,2020-06-13,58034,52274,693.0,11130.0,1741.0,2326.0,700.0,2502.0,737.0,923.0,587.0,12413.0,2838.0,4233.0,3730.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,25,2020-06-20,58011,52223,685.0,11157.0,1792.0,2362.0,756.0,2564.0,761.0,933.0,613.0,12420.0,2923.0,3852.0,3347.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,26,2020-06-27,58510,52643,719.0,11356.0,1766.0,2288.0,722.0,2539.0,775.0,952.0,575.0,12515.0,2959.0,3846.0,3333.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,27,2020-07-04,59825,53803,682.0,11298.0,1933.0,2362.0,658.0,2623.0,780.0,985.0,591.0,12869.0,2832.0,4557.0,4050.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,28,2020-07-11,61945,55843,764.0,11333.0,1954.0,2472.0,739.0,2614.0,751.0,915.0,668.0,13029.0,2921.0,5786.0,5236.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,29,2020-07-18,63177,57140,708.0,11373.0,1887.0,2501.0,767.0,2647.0,712.0,984.0,666.0,12868.0,2982.0,7198.0,6530.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,30,2020-07-25,64249,58386,683.0,11553.0,1957.0,2510.0,781.0,2559.0,730.0,969.0,672.0,12933.0,2913.0,8250.0,7521.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,31,2020-08-01,64252,58290,689.0,11514.0,1989.0,2502.0,760.0,2738.0,779.0,961.0,624.0,12847.0,2989.0,8308.0,7613.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,32,2020-08-08,63719,57822,785.0,11529.0,1797.0,2434.0,782.0,2594.0,730.0,909.0,671.0,12819.0,3036.0,7870.0,7182.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,33,2020-08-15,63665,57760,736.0,11705.0,1895.0,2527.0,754.0,2657.0,798.0,969.0,638.0,12849.0,2946.0,7270.0,6563.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,34,2020-08-22,62562,56595,735.0,11517.0,1935.0,2566.0,697.0,2642.0,783.0,967.0,624.0,12769.0,2930.0,6389.0,5748.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,35,2020-08-29,61104,55332,726.0,11576.0,1883.0,2430.0,678.0,2559.0,745.0,983.0,609.0,12476.0,2994.0,5755.0,5153.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,36,2020-09-05,60260,54248,701.0,11376.0,1837.0,2506.0,733.0,2552.0,801.0,929.0,572.0,12518.0,2862.0,5021.0,4434.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,37,2020-09-12,59665,53942,697.0,11468.0,1899.0,2330.0,681.0,2560.0,748.0,928.0,604.0,12355.0,3046.0,4628.0,4078.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,38,2020-09-19,59740,54127,744.0,11630.0,1861.0,2373.0,716.0,2518.0,778.0,921.0,624.0,12692.0,2948.0,4280.0,3764.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,39,2020-09-26,60613,55059,764.0,11863.0,1843.0,2499.0,724.0,2672.0,786.0,923.0,588.0,12710.0,3077.0,4305.0,3797.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,40,2020-10-03,59802,54099,718.0,11424.0,1895.0,2413.0,763.0,2578.0,719.0,944.0,646.0,12651.0,2886.0,4246.0,3699.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,41,2020-10-10,61779,55933,757.0,11829.0,1895.0,2515.0,726.0,2614.0,798.0,958.0,621.0,12810.0,3123.0,4823.0,4279.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,42,2020-10-17,60663,55215,776.0,11321.0,1845.0,2538.0,724.0,2599.0,815.0,1023.0,600.0,12589.0,3039.0,5204.0,4592.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,43,2020-10-24,62189,56847,728.0,11677.0,1835.0,2572.0,766.0,2698.0,796.0,944.0,604.0,12870.0,3078.0,6000.0,5330.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,44,2020-10-31,63425,58053,699.0,11528.0,1937.0,2460.0,793.0,2569.0,833.0,921.0,579.0,13154.0,3104.0,7031.0,6260.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,45,2020-11-07,67590,61742,765.0,11808.0,1961.0,2664.0,801.0,2896.0,814.0,1028.0,674.0,13675.0,3159.0,8766.0,7847.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,46,2020-11-14,68823,63215,795.0,11745.0,2025.0,2737.0,847.0,2753.0,858.0,1022.0,593.0,13467.0,3175.0,10654.0,9581.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,47,2020-11-21,71698,66260,819.0,11633.0,2117.0,2656.0,831.0,2816.0,857.0,1032.0,686.0,13655.0,3215.0,13365.0,12074.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,48,2020-11-28,73305,67907,773.0,11395.0,2156.0,2774.0,810.0,2755.0,861.0,1043.0,687.0,13560.0,3127.0,15628.0,14135.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,49,2020-12-05,77448,71990,844.0,11358.0,2214.0,2843.0,916.0,2836.0,903.0,1035.0,704.0,14310.0,3313.0,18579.0,16861.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,50,2020-12-12,82006,76426,836.0,11904.0,2303.0,2934.0,953.0,3032.0,969.0,1086.0,722.0,14576.0,3479.0,20940.0,19080.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,51,2020-12-19,82938,77523,840.0,11781.0,2356.0,3060.0,948.0,2948.0,920.0,1020.0,713.0,14757.0,3468.0,22342.0,20437.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,52,2020-12-26,84371,78718,858.0,11694.0,2330.0,2982.0,978.0,2861.0,922.0,1124.0,771.0,14842.0,3385.0,23399.0,21376.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2020,53,2021-01-02,87033,81119,894.0,11694.0,2448.0,3075.0,1011.0,3060.0,904.0,1111.0,712.0,15230.0,3509.0,24892.0,22760.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,1,2021-01-09,87095,81220,854.0,11340.0,2377.0,2946.0,1026.0,2956.0,936.0,1160.0,658.0,15115.0,3372.0,26027.0,23954.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,2,2021-01-16,87415,81622,828.0,11852.0,2473.0,2996.0,998.0,2939.0,963.0,1224.0,679.0,15012.0,3535.0,25738.0,23526.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,3,2021-01-23,83682,78097,839.0,11582.0,2217.0,2931.0,923.0,2816.0,899.0,1188.0,658.0,14614.0,3451.0,23730.0,21685.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,4,2021-01-30,79202,73653,783.0,11694.0,2183.0,2650.0,903.0,2783.0,954.0,1165.0,618.0,14306.0,3295.0,20362.0,18441.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,5,2021-02-06,76514,70618,833.0,11607.0,2106.0,2598.0,843.0,2861.0,926.0,1133.0,672.0,14426.0,3325.0,17067.0,15268.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,6,2021-02-13,71527,65885,833.0,11489.0,2092.0,2397.0,856.0,2656.0,895.0,1113.0,606.0,13972.0,3402.0,13550.0,12036.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,7,2021-02-20,69515,63964,821.0,11416.0,2304.0,2495.0,880.0,2702.0,863.0,1070.0,625.0,14269.0,3194.0,10834.0,9511.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,8,2021-02-27,66740,60968,868.0,11615.0,2003.0,2484.0,794.0,2622.0,891.0,1084.0,584.0,13614.0,3220.0,8674.0,7526.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,9,2021-03-06,63703,57930,791.0,11438.0,1982.0,2306.0,842.0,2580.0,815.0,1068.0,574.0,13317.0,3183.0,6742.0,5792.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,10,2021-03-13,61891,56218,839.0,11418.0,1915.0,2300.0,782.0,2638.0,857.0,1021.0,582.0,13224.0,3097.0,5733.0,4794.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,11,2021-03-20,60374,54422,767.0,11297.0,1986.0,2184.0,751.0,2555.0,850.0,991.0,613.0,12787.0,3090.0,4911.0,4097.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,12,2021-03-27,60817,54983,741.0,11425.0,1922.0,2252.0,695.0,2678.0,842.0,1034.0,608.0,13113.0,3127.0,4464.0,3780.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,13,2021-04-03,58699,52889,702.0,11099.0,1945.0,2049.0,704.0,2516.0,847.0,1013.0,598.0,12568.0,2954.0,4213.0,3539.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,14,2021-04-10,60998,54675,713.0,11570.0,1905.0,2186.0,752.0,2617.0,782.0,1040.0,624.0,12971.0,3063.0,4325.0,3658.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,15,2021-04-17,59174,53235,685.0,11389.0,1809.0,1966.0,684.0,2473.0,773.0,980.0,594.0,12814.0,3114.0,4461.0,3775.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,16,2021-04-24,60260,54276,729.0,11580.0,1907.0,2039.0,703.0,2566.0,864.0,981.0,573.0,12999.0,3102.0,4614.0,3945.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,17,2021-05-01,59833,54013,707.0,11621.0,1911.0,2125.0,692.0,2618.0,839.0,997.0,560.0,12832.0,2945.0,4180.0,3607.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,18,2021-05-08,59029,52995,700.0,11362.0,1896.0,2098.0,699.0,2585.0,843.0,917.0,585.0,12695.0,2982.0,4015.0,3445.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,19,2021-05-15,58469,52587,690.0,11542.0,1871.0,2015.0,670.0,2523.0,836.0,967.0,582.0,12431.0,2978.0,3694.0,3170.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,20,2021-05-22,58760,52630,711.0,11601.0,1717.0,2165.0,641.0,2622.0,865.0,971.0,603.0,12408.0,3012.0,3245.0,2755.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,21,2021-05-29,57343,51383,726.0,11276.0,1784.0,2009.0,659.0,2571.0,835.0,1023.0,586.0,12486.0,2926.0,2783.0,2314.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,22,2021-06-05,57459,51170,701.0,11497.0,1739.0,2040.0,634.0,2581.0,799.0,957.0,588.0,12463.0,2869.0,2353.0,2002.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,23,2021-06-12,57160,50783,738.0,11356.0,1815.0,2092.0,672.0,2617.0,820.0,956.0,591.0,12448.0,2866.0,2048.0,1682.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,24,2021-06-19,57243,50975,726.0,11531.0,1806.0,2095.0,641.0,2581.0,875.0,995.0,597.0,12606.0,2919.0,1783.0,1434.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,25,2021-06-26,56952,50741,747.0,11502.0,1856.0,1981.0,692.0,2646.0,898.0,947.0,655.0,12416.0,2961.0,1639.0,1320.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,26,2021-07-03,57530,51136,752.0,11581.0,1824.0,2053.0,625.0,2642.0,820.0,975.0,665.0,12606.0,3017.0,1548.0,1235.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,27,2021-07-10,57219,50732,772.0,11511.0,1726.0,1972.0,714.0,2602.0,881.0,998.0,650.0,12504.0,2882.0,1650.0,1352.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,28,2021-07-17,57217,51087,775.0,11581.0,1777.0,2025.0,719.0,2720.0,840.0,955.0,627.0,12231.0,2963.0,1995.0,1697.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,29,2021-07-24,58439,52271,780.0,11542.0,1797.0,2038.0,686.0,2680.0,783.0,942.0,692.0,12467.0,2996.0,2770.0,2422.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,30,2021-07-31,60353,54170,771.0,11652.0,1773.0,2137.0,746.0,2592.0,842.0,982.0,658.0,12797.0,2918.0,4126.0,3730.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,31,2021-08-07,63800,57389,771.0,11793.0,1914.0,2158.0,736.0,2825.0,822.0,998.0,621.0,12921.0,2989.0,6500.0,5950.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,32,2021-08-14,67050,60840,803.0,11996.0,2015.0,2156.0,774.0,2711.0,867.0,946.0,761.0,13193.0,2965.0,9424.0,8771.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,33,2021-08-21,69962,63769,764.0,11882.0,1952.0,2193.0,776.0,2794.0,861.0,1032.0,708.0,13146.0,3068.0,12205.0,11377.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,34,2021-08-28,72188,65911,743.0,11780.0,2011.0,2274.0,812.0,2732.0,931.0,1039.0,728.0,13421.0,2990.0,14208.0,13303.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,35,2021-09-04,73544,67248,774.0,11733.0,2009.0,2316.0,751.0,2706.0,841.0,1041.0,754.0,13414.0,3079.0,15536.0,14567.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,36,2021-09-11,73763,67320,832.0,11534.0,2042.0,2262.0,868.0,2692.0,901.0,1045.0,759.0,13446.0,3129.0,15449.0,14474.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,37,2021-09-18,73317,67119,827.0,11845.0,2034.0,2379.0,839.0,2805.0,925.0,1059.0,717.0,13157.0,3056.0,15243.0,14193.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,38,2021-09-25,72188,66027,813.0,11743.0,2017.0,2320.0,818.0,2747.0,868.0,1043.0,707.0,13068.0,3086.0,14375.0,13403.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,39,2021-10-02,71374,65119,888.0,11901.0,1979.0,2304.0,843.0,2757.0,894.0,1064.0,744.0,13259.0,3065.0,12856.0,11869.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,40,2021-10-09,69136,63023,843.0,11746.0,1958.0,2272.0,794.0,2765.0,866.0,982.0,696.0,13255.0,3119.0,11196.0,10305.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,41,2021-10-16,67551,61594,848.0,11699.0,1873.0,2168.0,860.0,2787.0,885.0,1037.0,669.0,13179.0,3104.0,9902.0,9039.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,42,2021-10-23,67064,61156,877.0,11752.0,1895.0,2296.0,803.0,2736.0,943.0,1018.0,679.0,13212.0,3176.0,8957.0,8101.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,43,2021-10-30,66479,60493,817.0,11749.0,2023.0,2285.0,843.0,2690.0,873.0,1070.0,702.0,13360.0,3196.0,7974.0,7203.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,44,2021-11-06,66648,60308,816.0,11710.0,2020.0,2316.0,908.0,2893.0,939.0,1076.0,736.0,13429.0,3242.0,7303.0,6512.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,45,2021-11-13,67467,61495,832.0,11918.0,2066.0,2483.0,829.0,2791.0,955.0,1069.0,789.0,13788.0,3278.0,7174.0,6472.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,46,2021-11-20,66964,61039,815.0,11650.0,2008.0,2421.0,913.0,2809.0,933.0,1073.0,720.0,13815.0,3205.0,7325.0,6549.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,47,2021-11-27,67969,62180,902.0,11717.0,2082.0,2444.0,882.0,2861.0,944.0,1031.0,759.0,14009.0,3314.0,7897.0,7077.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,48,2021-12-04,70182,64113,891.0,11863.0,2068.0,2401.0,948.0,2904.0,934.0,1171.0,822.0,14275.0,3395.0,8792.0,7993.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,49,2021-12-11,72148,66090,817.0,12100.0,2120.0,2384.0,1053.0,3091.0,991.0,1102.0,799.0,14656.0,3360.0,9744.0,8864.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,50,2021-12-18,71335,65423,859.0,11672.0,2132.0,2432.0,998.0,3056.0,988.0,1123.0,775.0,14378.0,3357.0,10267.0,9380.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,51,2021-12-25,72328,66514,859.0,11853.0,2108.0,2542.0,1080.0,3145.0,970.0,1168.0,865.0,14747.0,3317.0,10474.0,9477.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2021,52,2022-01-01,74454,68525,908.0,11673.0,2297.0,2497.0,1143.0,3180.0,961.0,1246.0,931.0,15019.0,3351.0,11695.0,10502.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,1,2022-01-08,79790,73827,961.0,11970.0,2416.0,2618.0,1224.0,3399.0,1054.0,1311.0,797.0,16137.0,3484.0,15138.0,13287.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,2,2022-01-15,85091,79114,947.0,12269.0,2548.0,3006.0,1127.0,3321.0,1068.0,1339.0,762.0,16525.0,3789.0,19111.0,16669.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,3,2022-01-22,85633,79761,861.0,11961.0,2591.0,2946.0,1092.0,3219.0,995.0,1348.0,790.0,16175.0,3825.0,21369.0,18444.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,4,2022-01-29,85038,79217,870.0,11913.0,2459.0,2981.0,1034.0,3268.0,1035.0,1285.0,793.0,16039.0,3757.0,20992.0,18050.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,5,2022-02-05,81157,75108,837.0,11736.0,2419.0,2950.0,965.0,3109.0,967.0,1274.0,708.0,15437.0,3529.0,18763.0,15811.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,6,2022-02-12,77065,70898,832.0,11822.0,2219.0,2742.0,939.0,3025.0,952.0,1278.0,744.0,14927.0,3616.0,15322.0,12696.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,7,2022-02-19,70845,64814,840.0,11624.0,2005.0,2498.0,817.0,2875.0,940.0,1189.0,727.0,14323.0,3359.0,11553.0,9329.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,8,2022-02-26,66009,60186,809.0,11240.0,1928.0,2410.0,856.0,2789.0,896.0,1186.0,702.0,13654.0,3352.0,8285.0,6502.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,9,2022-03-05,64447,58386,844.0,11545.0,2025.0,2311.0,865.0,2776.0,970.0,1196.0,695.0,13645.0,3300.0,6046.0,4629.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,10,2022-03-12,61819,55862,798.0,11498.0,1943.0,2176.0,786.0,2763.0,889.0,1200.0,672.0,13466.0,3215.0,4399.0,3221.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,11,2022-03-19,60533,54626,780.0,11550.0,1959.0,2140.0,784.0,2826.0,948.0,1090.0,720.0,13392.0,3104.0,3120.0,2114.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,12,2022-03-26,58566,52994,826.0,11402.0,1914.0,2104.0,769.0,2682.0,856.0,1137.0,708.0,12885.0,3046.0,2506.0,1632.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,13,2022-04-02,58015,52402,766.0,11484.0,1799.0,2053.0,743.0,2715.0,921.0,1115.0,701.0,12807.0,3106.0,1907.0,1149.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,14,2022-04-09,57779,52087,752.0,11421.0,1863.0,2107.0,776.0,2718.0,872.0,1116.0,655.0,13058.0,3027.0,1557.0,909.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,15,2022-04-16,57788,52112,784.0,11467.0,1813.0,2135.0,807.0,2686.0,909.0,1032.0,747.0,12973.0,3074.0,1403.0,804.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,16,2022-04-23,56731,51154,730.0,11309.0,1772.0,2040.0,730.0,2655.0,849.0,1056.0,677.0,12791.0,3134.0,1345.0,790.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,17,2022-04-30,57337,51659,796.0,11407.0,1803.0,2082.0,777.0,2709.0,872.0,1065.0,739.0,12757.0,3077.0,1424.0,847.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,18,2022-05-07,57530,51712,714.0,11253.0,1832.0,2150.0,759.0,2840.0,891.0,1047.0,765.0,12846.0,2962.0,1430.0,867.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,United States,2022,19,2022-05-14,57955,52117,798.0,11600.0,1807.0,2096.0,783.0,2655.0,847.0,1022.0,749.0,12947.0,2967.0,1665.0,1046.0,,,,,,,,,,,,,
